Date,MinTemp,MaxTemp,Sunshine,Humidity
09/27/2021,8.0,24.3,6.3,68.0
09/27/2021,8.25,24.408333333333335,6.441666666666666,68.5
09/27/2021,8.5,24.516666666666666,6.583333333333333,69.0
09/27/2021,8.75,24.625,6.725,69.5
09/27/2021,9.0,24.733333333333334,6.866666666666666,70.0
09/27/2021,9.25,24.84166666666667,7.008333333333333,70.5
09/27/2021,9.5,24.95,7.1499999999999995,71.0
09/27/2021,9.75,25.058333333333334,7.291666666666666,71.5
09/27/2021,10.0,25.166666666666668,7.433333333333333,72.0
09/27/2021,10.25,25.275,7.574999999999999,72.5
09/27/2021,10.5,25.383333333333333,7.716666666666666,73.0
09/27/2021,10.75,25.491666666666667,7.8583333333333325,73.5
09/27/2021,11.0,25.6,8.0,74.0
09/27/2021,11.25,25.708333333333332,8.141666666666666,74.5
09/27/2021,11.5,25.816666666666666,8.283333333333333,75.0
09/27/2021,11.75,25.925,8.424999999999999,75.5
09/27/2021,12.0,26.03333333333333,8.566666666666666,76.0
09/27/2021,12.25,26.141666666666666,8.708333333333332,76.5
09/27/2021,12.5,26.25,8.85,77.0
09/27/2021,12.75,26.35833333333333,8.991666666666665,77.5
09/27/2021,13.0,26.466666666666665,9.133333333333333,78.0
09/27/2021,13.25,26.575,9.274999999999999,78.5
09/27/2021,13.5,26.68333333333333,9.416666666666666,79.0
09/27/2021,13.75,26.791666666666664,9.558333333333332,79.5
09/28/2021,14.0,26.9,9.7,80.0
09/28/2021,13.9875,26.754166666666666,9.433333333333332,80.08333333333333
09/28/2021,13.975,26.60833333333333,9.166666666666666,80.16666666666667
09/28/2021,13.9625,26.4625,8.899999999999999,80.25
09/28/2021,13.95,26.316666666666666,8.633333333333333,80.33333333333333
09/28/2021,13.9375,26.17083333333333,8.366666666666665,80.41666666666667
09/28/2021,13.925,26.025,8.1,80.5
09/28/2021,13.9125,25.879166666666666,7.833333333333332,80.58333333333333
09/28/2021,13.9,25.73333333333333,7.566666666666666,80.66666666666667
09/28/2021,13.8875,25.5875,7.299999999999999,80.75
09/28/2021,13.875,25.441666666666666,7.033333333333333,80.83333333333333
09/28/2021,13.862499999999999,25.29583333333333,6.766666666666666,80.91666666666667
09/28/2021,13.85,25.15,6.499999999999999,81.0
09/28/2021,13.8375,25.004166666666666,6.2333333333333325,81.08333333333333
09/28/2021,13.825,24.85833333333333,5.966666666666666,81.16666666666667
09/28/2021,13.8125,24.7125,5.699999999999999,81.25
09/28/2021,13.799999999999999,24.566666666666666,5.433333333333333,81.33333333333333
09/28/2021,13.7875,24.42083333333333,5.166666666666666,81.41666666666667
09/28/2021,13.774999999999999,24.275,4.8999999999999995,81.5
09/28/2021,13.7625,24.129166666666666,4.633333333333333,81.58333333333333
09/28/2021,13.75,23.98333333333333,4.366666666666666,81.66666666666667
09/28/2021,13.737499999999999,23.8375,4.1,81.75
09/28/2021,13.725,23.691666666666666,3.833333333333333,81.83333333333333
09/28/2021,13.712499999999999,23.54583333333333,3.5666666666666664,81.91666666666667
09/29/2021,13.7,23.4,3.3,82.0
09/29/2021,13.683333333333334,23.070833333333333,3.5416666666666665,81.16666666666667
09/29/2021,13.666666666666666,22.741666666666667,3.783333333333333,80.33333333333333
09/29/2021,13.649999999999999,22.412499999999998,4.0249999999999995,79.5
09/29/2021,13.633333333333333,22.083333333333332,4.266666666666667,78.66666666666667
09/29/2021,13.616666666666667,21.754166666666666,4.508333333333333,77.83333333333333
09/29/2021,13.6,21.424999999999997,4.75,77.0
09/29/2021,13.583333333333332,21.09583333333333,4.991666666666666,76.16666666666667
09/29/2021,13.566666666666666,20.766666666666666,5.233333333333333,75.33333333333333
09/29/2021,13.55,20.4375,5.475,74.5
09/29/2021,13.533333333333333,20.108333333333334,5.716666666666667,73.66666666666667
09/29/2021,13.516666666666666,19.779166666666665,5.958333333333333,72.83333333333333
09/29/2021,13.5,19.45,6.199999999999999,72.0
09/29/2021,13.483333333333334,19.120833333333334,6.441666666666666,71.16666666666667
09/29/2021,13.466666666666667,18.791666666666664,6.683333333333334,70.33333333333333
09/29/2021,13.45,18.4625,6.925,69.5
09/29/2021,13.433333333333334,18.133333333333333,7.166666666666666,68.66666666666667
09/29/2021,13.416666666666668,17.804166666666667,7.408333333333333,67.83333333333333
09/29/2021,13.4,17.475,7.6499999999999995,67.0
09/29/2021,13.383333333333333,17.145833333333332,7.891666666666667,66.16666666666667
09/29/2021,13.366666666666667,16.816666666666666,8.133333333333333,65.33333333333333
09/29/2021,13.350000000000001,16.4875,8.375,64.5
09/29/2021,13.333333333333334,16.15833333333333,8.616666666666667,63.666666666666664
09/29/2021,13.316666666666666,15.829166666666666,8.858333333333334,62.83333333333333
09/30/2021,13.3,15.5,9.1,62.0
09/30/2021,13.0625,15.525,9.1625,62.25
09/30/2021,12.825000000000001,15.55,9.225,62.5
09/30/2021,12.5875,15.575,9.2875,62.75
09/30/2021,12.350000000000001,15.6,9.35,63.0
09/30/2021,12.1125,15.625,9.4125,63.25
09/30/2021,11.875,15.65,9.475,63.5
09/30/2021,11.637500000000001,15.675,9.5375,63.75
09/30/2021,11.4,15.700000000000001,9.6,64.0
09/30/2021,11.162500000000001,15.725000000000001,9.6625,64.25
09/30/2021,10.925,15.75,9.725,64.5
09/30/2021,10.6875,15.775,9.7875,64.75
09/30/2021,10.45,15.8,9.85,65.0
09/30/2021,10.2125,15.825000000000001,9.9125,65.25
09/30/2021,9.975,15.850000000000001,9.975,65.5
09/30/2021,9.7375,15.875,10.0375,65.75
09/30/2021,9.5,15.9,10.1,66.0
09/30/2021,9.2625,15.925,10.1625,66.25
09/30/2021,9.025,15.950000000000001,10.225,66.5
09/30/2021,8.7875,15.975000000000001,10.2875,66.75
09/30/2021,8.55,16.0,10.35,67.0
09/30/2021,8.3125,16.025000000000002,10.4125,67.25
09/30/2021,8.075,16.05,10.475,67.5
09/30/2021,7.8374999999999995,16.075000000000003,10.5375,67.75
10/01/2021,7.6,16.1,10.6,68.0
10/01/2021,7.541666666666666,16.133333333333333,10.5,68.08333333333333
10/01/2021,7.483333333333333,16.166666666666668,10.4,68.16666666666667
10/01/2021,7.425,16.200000000000003,10.299999999999999,68.25
10/01/2021,7.366666666666666,16.233333333333334,10.2,68.33333333333333
10/01/2021,7.308333333333333,16.266666666666666,10.1,68.41666666666667
10/01/2021,7.25,16.3,10.0,68.5
10/01/2021,7.191666666666666,16.333333333333336,9.899999999999999,68.58333333333333
10/01/2021,7.133333333333333,16.366666666666667,9.799999999999999,68.66666666666667
10/01/2021,7.075,16.4,9.7,68.75
10/01/2021,7.016666666666667,16.433333333333334,9.6,68.83333333333333
10/01/2021,6.958333333333333,16.46666666666667,9.5,68.91666666666667
10/01/2021,6.9,16.5,9.399999999999999,69.0
10/01/2021,6.841666666666667,16.53333333333333,9.299999999999999,69.08333333333333
10/01/2021,6.783333333333333,16.566666666666666,9.2,69.16666666666667
10/01/2021,6.725,16.6,9.1,69.25
10/01/2021,6.666666666666667,16.633333333333333,9.0,69.33333333333333
10/01/2021,6.608333333333333,16.666666666666664,8.899999999999999,69.41666666666667
10/01/2021,6.55,16.7,8.799999999999999,69.5
10/01/2021,6.491666666666667,16.733333333333334,8.7,69.58333333333333
10/01/2021,6.433333333333334,16.766666666666666,8.6,69.66666666666667
10/01/2021,6.375,16.799999999999997,8.5,69.75
10/01/2021,6.316666666666666,16.833333333333332,8.399999999999999,69.83333333333333
10/01/2021,6.258333333333334,16.866666666666667,8.299999999999999,69.91666666666667
10/02/2021,6.2,16.9,8.2,70.0
10/02/2021,6.195833333333334,16.954166666666666,8.208333333333332,69.70833333333333
10/02/2021,6.191666666666666,17.008333333333333,8.216666666666667,69.41666666666667
10/02/2021,6.1875,17.0625,8.225,69.125
10/02/2021,6.183333333333334,17.116666666666667,8.233333333333333,68.83333333333333
10/02/2021,6.179166666666667,17.17083333333333,8.241666666666665,68.54166666666667
10/02/2021,6.175,17.224999999999998,8.25,68.25
10/02/2021,6.170833333333333,17.279166666666665,8.258333333333333,67.95833333333333
10/02/2021,6.166666666666667,17.333333333333332,8.266666666666666,67.66666666666667
10/02/2021,6.1625,17.3875,8.275,67.375
10/02/2021,6.158333333333333,17.441666666666666,8.283333333333333,67.08333333333333
10/02/2021,6.154166666666667,17.495833333333334,8.291666666666666,66.79166666666667
